art,reserva,owner_base,uds,adr,qcnt,capa_conversion,factor_conversion_usado,tipologia_estimacion,unidad_resultante,posiciones_estimadas,soporte,estado_conversion,eu_equivalente,modulos_3eu,penaliza_altura_10,impacto_10
91202,29,29,1,BA05204,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.09375,0.03125,False,0.0
98642,61,61,7,AV10306,7,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
172078,64,64,5,AP14604,1,C,12.0,balda_9h,subhueco_balda,0.4166666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.046296296296296294,0.0154320987654321,False,0.0
123029,33,33,150,BB13701,150,C,2.0,suelo_126,posicion_suelo,75.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,75.0,25.0,False,0.0
102573,29,29,2,B03,2,C,12.0,balda_9h,subhueco_balda,0.16666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.018518518518518517,0.006172839506172839,False,0.0
*MULTI*,,sin_asignacion_segura,1,AV11402,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
83113,61,61,1,AJ02201,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
41079,3,3,1,97,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
161161,71,71,1,AZ11201,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,True,1.0
65059,71 CAMION120,71,306,AL03905,1,C,12.0,balda_9h,subhueco_balda,25.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,2.833333333333333,0.9444444444444444,False,0.0
42065,64,64,5,AW10703,5,B,1.0,EU,posicion_rack,5.0,match_articulo; owner=prefijo_RESERVA,soportado,5.0,1.6666666666666667,False,0.0
32088,3,3,7,99,1,A,13.5,EU,posicion_rack,0.5185185185185185,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.5185185185185185,0.1728395061728395,False,0.0
61016,77,77,120,AO04804,1,B,252.0,EU,posicion_rack,0.47619047619047616,match_articulo; owner=prefijo_RESERVA,soportado,0.47619047619047616,0.15873015873015872,False,0.0
111008,32,32,89,AI10804,89,C,12.0,balda_9h,subhueco_balda,7.416666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.8240740740740741,0.27469135802469136,False,0.0
98571,61,61,5,AR04504,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
98884,64,64,25,AZ01902,25,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
154020,64,64,1,BC08302,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
98596,61,61,4,AO12803,4,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
174123,29,29,1,AO11100,1,C,2.0,TR,posicion_rack,0.5,dimensión larga compatible con TR; owner=prefijo_RESERVA,inferido,1.5,0.5,False,0.0
*MULTI*,,sin_asignacion_segura,1,AK01803,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
*MULTI*,,sin_asignacion_segura,1,AQ03403,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
33057,64,64,1,TJ06900,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
124138,29,29,120,BA13602,60,C,2.0,suelo_126,posicion_suelo,60.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,60.0,20.0,False,0.0
121027,33,33,7,BA04603,7,C,12.0,balda_9h,subhueco_balda,0.5833333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.06481481481481481,0.02160493827160494,False,0.0
183160,71,71,1,BB09205,1,C,2.0,suelo_300,posicion_suelo,0.5,dimensión >= 250 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,True,0.5
139004,64,64,31,AP03201,1,A,28.0,EU,posicion_rack,1.1071428571428572,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.1071428571428572,0.36904761904761907,False,0.0
109313,29,29,10,BF07103,10,C,2.0,suelo_126,posicion_suelo,5.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,5.0,1.6666666666666667,False,0.0
103178,29,29,13,AV13002,13,C,12.0,balda_9h,subhueco_balda,1.0833333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.12037037037037035,0.040123456790123455,False,0.0
98776,71,71,2,AW02004,2,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
18076,77,77,60,AV11008,1,C,12.0,balda_9h,subhueco_balda,5.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.5555555555555556,0.18518518518518517,False,0.0
143049,29,29,11,AQ04804,1,B,47.0,EU,posicion_rack,0.23404255319148937,match_articulo; owner=prefijo_RESERVA,soportado,0.23404255319148937,0.07801418439716312,False,0.0
103284,29,29,36,AK04006,36,C,12.0,balda_9h,subhueco_balda,3.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.3333333333333333,0.1111111111111111,False,0.0
*MULTI*,,sin_asignacion_segura,1,BA03104,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
206050,29,29,5,AR09301,1,A,19.5,AM,posicion_rack,0.2564102564102564,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.3846153846153846,0.1282051282051282,False,0.0
154023,64,64,1,AI05701,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,True,1.0
183159,71,71,1,BB09205,1,C,2.0,suelo_300,posicion_suelo,0.5,dimensión >= 250 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,True,0.5
149047,64,64,14,AW08300,1,C,2.0,suelo_126,posicion_suelo,7.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,7.0,2.3333333333333335,False,0.0
98008,14 VOLUNTARIA,14,14,BA02801,14,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
109203,29,29,14,B03,14,C,12.0,balda_9h,subhueco_balda,1.1666666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.12962962962962962,0.04320987654320988,False,0.0
146105,71,71,2,AQ02803,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
172092,71,71,1,AZ11603,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
42072,64,64,5,BA08705,5,A,5.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
149024,29,29,3,AK14206,3,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.5,0.5,False,0.0
127037,71,71,78,BB09205,78,C,2.0,suelo_126,posicion_suelo,39.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,39.0,13.0,False,0.0
91031,33,33,1,AO08403,1,C,6.0,EU,posicion_rack,0.16666666666666666,dimensión compatible con EU; owner=prefijo_RESERVA,inferido,0.16666666666666666,0.05555555555555555,False,0.0
172091,71,71,1,AZ11603,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
74036,60,60,480,BB01705,1,C,12.0,balda_9h,subhueco_balda,40.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,4.444444444444445,1.4814814814814814,False,0.0
11109,29,29,456,AV04702,1,B,93.0,EU,posicion_rack,4.903225806451613,match_articulo; owner=prefijo_RESERVA,soportado,4.903225806451613,1.6344086021505377,False,0.0
74019,34,34,396,AZ13404,1,A,270.0,EU,posicion_rack,1.4666666666666666,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.4666666666666666,0.4888888888888889,False,0.0
109206,29,29,35,AU14604,35,C,12.0,balda_9h,subhueco_balda,2.9166666666666665,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.324074074074074,0.10802469135802469,False,0.0
16024,29,29,15,AV06309,1,A,8.5,suelo_126,posicion_suelo,1.7647058823529411,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.7647058823529411,0.5882352941176471,False,0.0
204092,64,64,5,B03,1,C,1.0,suelo_250,posicion_suelo,5.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,5.0,1.6666666666666667,True,5.0
152154,64,64,2,TJ05101,1,C,16.0,AM,posicion_rack,0.125,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.1875,0.0625,False,0.0
71039,32,32,114,AV08106,1,B,60.0,balda_9h,subhueco_balda,1.9,match_articulo; owner=prefijo_RESERVA,soportado,0.21111111111111108,0.07037037037037036,False,0.0
14012,29,29,144,AO09401,1,A,120.0,EU,posicion_rack,1.2,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.2,0.39999999999999997,False,0.0
121029,33,33,3,BA04603,3,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.027777777777777776,0.009259259259259259,False,0.0
*MULTI*,,sin_asignacion_segura,1,AR04304,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
167020,77,77,1,AQ07602,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.09375,0.03125,False,0.0
111036,32,32,333,AI10804,333,C,12.0,balda_9h,subhueco_balda,27.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,3.083333333333333,1.0277777777777777,False,0.0
74019,34,34,324,BA02704,1,A,270.0,EU,posicion_rack,1.2,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.2,0.39999999999999997,False,0.0
132073,71,71,3,BB09205,3,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.5,0.5,False,0.0
121024,33,33,20,BA04603,10,C,12.0,balda_9h,subhueco_balda,1.6666666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.18518518518518517,0.0617283950617284,False,0.0
174121,33,33,3,BD02300,1,C,1.0,suelo_250,posicion_suelo,3.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,3.0,1.0,True,3.0
148000,3,3,3,AL103,1,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.027777777777777776,0.009259259259259259,False,0.0
98637,61,61,3,AZ02300,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
98765,64,64,3,BA03104,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
22043,29,29,15,00,1,B,5.0,AM,posicion_rack,3.0,match_articulo; owner=prefijo_RESERVA,soportado,4.5,1.5,False,0.0
143049,61,61,3,AJ02201,3,B,47.0,EU,posicion_rack,0.06382978723404255,match_articulo; owner=prefijo_RESERVA,soportado,0.06382978723404255,0.02127659574468085,False,0.0
166044,71,71,5,AQ15003,1,C,2.0,suelo_126,posicion_suelo,2.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,2.5,0.8333333333333334,False,0.0
31105,24,24,14,BD14302,1,A,26.0,AM,posicion_rack,0.5384615384615384,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.8076923076923077,0.2692307692307692,False,0.0
11004,61,61,600,AZ08405,1,B,96.0,EU,posicion_rack,6.25,match_articulo; owner=prefijo_RESERVA,soportado,6.25,2.0833333333333335,False,0.0
86146,33,33,22,BB13701,22,B,3.0,EU,posicion_rack,7.333333333333333,match_articulo; owner=prefijo_RESERVA,soportado,7.333333333333333,2.444444444444444,False,0.0
148038,37 19BULTOS,37,19,AL102,1,C,16.0,AM,posicion_rack,1.1875,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,1.78125,0.59375,False,0.0
84098,77 CAMION121,77,96,AL10701,1,A,4.0,EU,posicion_rack,24.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,24.0,8.0,False,0.0
154083,64,64,4,TJ07701,4,C,12.0,balda_9h,subhueco_balda,0.3333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.037037037037037035,0.012345679012345678,False,0.0
143084,71,71,17,BB09205,17,C,2.0,suelo_126,posicion_suelo,8.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,8.5,2.8333333333333335,False,0.0
124249,33,33,252,BC02003,1,C,2.0,suelo_126,posicion_suelo,126.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,126.0,42.0,False,0.0
107076,33,33,3,BB07302,3,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.027777777777777776,0.009259259259259259,False,0.0
*MULTI*,,sin_asignacion_segura,1,TJ10502,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
61009,61,61,18,AK01105,18,B,50.0,EU,posicion_rack,0.36,match_articulo; owner=prefijo_RESERVA,soportado,0.36,0.12,False,0.0
161035,61,61,1,AV03504,1,B,1.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
184224,71,71,1,BB09205,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
145064,64,64,2,BA11402,2,C,12.0,balda_9h,subhueco_balda,0.16666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.018518518518518517,0.006172839506172839,False,0.0
126061,61,61,75,AJ02201,75,B,1.0,balda_9h,subhueco_balda,75.0,match_articulo; owner=prefijo_RESERVA,soportado,8.333333333333332,2.7777777777777777,False,0.0
74019,34,34,366,BB07704,1,A,270.0,EU,posicion_rack,1.3555555555555556,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.3555555555555556,0.4518518518518519,False,0.0
74036,60,60,192,BF14202,1,C,12.0,balda_9h,subhueco_balda,16.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,1.7777777777777777,0.5925925925925926,False,0.0
51094,32,32,1,BB06005,1,A,1.0,suelo_126,posicion_suelo,1.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
204000,32,32,14,BD09501,1,B,16.0,suelo_126,posicion_suelo,0.875,match_articulo; owner=prefijo_RESERVA,soportado,0.875,0.2916666666666667,False,0.0
14014,29,29,240,AZ10905,1,A,276.0,EU,posicion_rack,0.8695652173913043,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.8695652173913043,0.2898550724637681,False,0.0
98013,14 VOLUNTARIA,14,1,BA02801,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
*MULTI*,,sin_asignacion_segura,1,BA02801,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
14012,61,61,96,TJ02903,1,B,144.0,EU,posicion_rack,0.6666666666666666,match_articulo; owner=prefijo_RESERVA,soportado,0.6666666666666666,0.2222222222222222,False,0.0
42051,64,64,10,BA08705,10,A,11.0,EU,posicion_rack,0.9090909090909091,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.9090909090909091,0.30303030303030304,False,0.0
16024,61,61,13,AJ06501,1,B,8.0,EU,posicion_rack,1.625,match_articulo; owner=prefijo_RESERVA,soportado,1.625,0.5416666666666666,False,0.0
*MULTI*,,sin_asignacion_segura,1,AW11702,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
98369,33,33,100,AV06607,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
98602,61,61,5,AO13604,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
105103,29,29,17,AV13702,17,C,12.0,balda_9h,subhueco_balda,1.4166666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.1574074074074074,0.05246913580246914,False,0.0
148081,4,4,2,AL105,1,C,1.0,suelo_250,posicion_suelo,2.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,2.0,0.6666666666666666,True,2.0
148026,37,37,1,AL105,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
*MULTI*,,sin_asignacion_segura,1,AV13006,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
32041,32,32,20,BB12903,1,C,2.0,suelo_126,posicion_suelo,10.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,10.0,3.3333333333333335,False,0.0
102604,33,33,163,AV12902,1,C,12.0,balda_9h,subhueco_balda,13.583333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,1.5092592592592593,0.5030864197530864,False,0.0
121027,33,33,4,BA04603,4,C,12.0,balda_9h,subhueco_balda,0.3333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.037037037037037035,0.012345679012345678,False,0.0
22101,64,64,2,AZ04503,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
61012,77,77,510,AK11404,1,B,78.0,EU,posicion_rack,6.538461538461538,match_articulo; owner=prefijo_RESERVA,soportado,6.538461538461538,2.1794871794871793,False,0.0
192053,32,32,1,AK01803,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
11115,77,77,312,AV04109,1,B,48.0,EU,posicion_rack,6.5,match_articulo; owner=prefijo_RESERVA,soportado,6.5,2.1666666666666665,False,0.0
102621,33,33,45,BB09403,45,C,12.0,balda_9h,subhueco_balda,3.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.41666666666666663,0.1388888888888889,False,0.0
103189,29,29,30,AV13002,30,C,12.0,balda_9h,subhueco_balda,2.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.2777777777777778,0.09259259259259259,False,0.0
74036,60,60,378,BB05202,1,C,12.0,balda_9h,subhueco_balda,31.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,3.5,1.1666666666666667,False,0.0
54060,64,64,3,AT10303,3,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.5,0.5,False,0.0
149047,64,64,16,AZ14902,1,C,2.0,suelo_126,posicion_suelo,8.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,8.0,2.6666666666666665,False,0.0
11115,77,77,24,AK03806,1,B,48.0,EU,posicion_rack,0.5,match_articulo; owner=prefijo_RESERVA,soportado,0.5,0.16666666666666666,False,0.0
35010,64,64,1,BC08302,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
98542,61,61,7,AZ02300,7,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
174084,33,33,1,AX00202,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.09375,0.03125,False,0.0
181158,32,32,1,AV10906,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
143035,37,37,1,AL105,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
115108,33,33,1,BA04603,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
23102,64,64,1,TJ12003,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
98275,4   JUNTO98257,4,1,90,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
*MULTI*,,sin_asignacion_segura,1,BD04601,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
98013,14 VOLUNTARIA,14,16,BA02801,16,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
54025,7,7,14,BF10603,1,C,2.0,suelo_126,posicion_suelo,7.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,7.0,2.3333333333333335,False,0.0
148087,4,4,1,AL104,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
154021,64,64,1,TJ07701,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,True,1.0
