owner,article,transaction_frequency,total_quantity
74,148055,1,1.0
74,148056,1,1.0
74,169023,1,1.0
74,169024,1,1.0
74,172151,1,1.0
74,172152,1,1.0
74,172153,1,1.0
74,172154,1,1.0
74,182150,1,1.0
74,184130,1,1.0
74,184131,1,1.0
74,41109,1,1.0
74,44093,1,1.0
76,106336,6,145.0
76,123103,5,132.0
76,107123,5,24.0
76,107122,5,19.0
76,107143,5,16.0
76,107121,5,15.0
76,089114,4,95.0
76,107142,4,12.0
76,106335,3,127.0
76,103310,3,25.0
76,103315,3,17.0
76,102690,3,13.0
76,102693,3,10.0
76,103313,3,9.0
76,107144,3,7.0
76,133185,2,450.0
76,102696,2,15.0
76,102698,2,13.0
76,102243,2,10.0
76,084112,2,8.0
76,103311,2,6.0
76,107125,2,6.0
76,103560,2,5.0
76,107136,2,5.0
76,107137,2,5.0
76,103556,2,3.0
76,103558,2,3.0
76,107149,2,2.0
76,129058,1,287.0
76,129059,1,264.0
76,083117,1,253.0
76,111033,1,246.0
76,111037,1,233.0
76,131130,1,25.0
76,103304,1,15.0
76,103305,1,15.0
76,102656,1,10.0
76,103275,1,10.0
76,103276,1,10.0
76,103280,1,10.0
76,102671,1,8.0
76,102688,1,6.0
76,102657,1,5.0
76,102670,1,5.0
76,103303,1,5.0
76,103306,1,5.0
76,103316,1,5.0
76,103320,1,5.0
76,103571,1,5.0
76,107126,1,5.0
76,102680,1,3.0
76,102682,1,3.0
76,102691,1,3.0
76,102695,1,3.0
76,103312,1,3.0
76,103314,1,3.0
76,103317,1,3.0
76,107139,1,3.0
76,102689,1,2.0
76,102692,1,2.0
76,102697,1,2.0
76,107120,1,2.0
76,107145,1,2.0
76,107150,1,2.0
76,102694,1,1.0
76,102705,1,1.0
76,103295,1,1.0
77,041096,27,49.0
77,091155,16,36.0
77,167021,11,11.0
77,091193,9,18.0
77,018000,8,3694.148
77,014012,8,1572.0
77,014014,8,1104.0
77,016010,8,69.0
77,093096,8,23.0
77,065070,7,3690.0
77,084096,7,24.0
77,018105,6,4458.012
77,091192,6,15.0
77,167020,6,6.0
77,011030,5,1320.0
77,012025,5,1092.0
77,018030,5,463.0
77,016045,5,37.0
77,169003,5,25.0
77,083121,5,22.0
77,012012,4,2544.0
77,017002,4,1464.0
77,018086,4,1201.944
77,018059,4,253.0
77,202063,4,27.0
77,011104,3,1052.0
77,061031,3,840.0
77,011024,3,672.0
77,013014,3,624.0
77,071115,3,420.0
77,062001,3,358.0
77,063014,3,335.0
77,016036,3,28.0
77,016015,3,26.0
77,016022,3,24.0
77,016041,3,16.0
77,016037,3,10.0
77,204050,3,8.0
77,011014,2,840.0
77,075012,2,550.0
77,012016,2,360.0
77,018078,2,348.0
77,014009,2,336.0
77,015018,2,232.0
77,013038,2,192.0
77,084098,2,101.0
77,011026,2,72.0
77,202023,2,6.0
77,202072,2,6.0
77,075016,2,4.0
77,204000,2,4.0
77,016024,2,3.0
77,012024,1,402.0
77,012082,1,264.0
77,011127,1,192.0
77,126059,1,150.0
77,012053,1,120.0
77,018023,1,100.0
77,018028,1,100.0
77,018002,1,96.0
77,15186,1,96.0
77,012036,1,80.0
77,011105,1,72.0
77,012010,1,72.0
77,012068,1,72.0
77,013013,1,72.0
77,014026,1,72.0
77,061007,1,60.0
77,012019,1,48.0
77,012065,1,48.0
77,013008,1,48.0
77,013040,1,48.0
77,013065,1,48.0
77,013068,1,48.0
77,013089,1,48.0
77,015186,1,48.0
77,018072,1,48.0
77,012061,1,40.0
77,012034,1,36.0
77,019059,1,32.0
77,013041,1,24.0
77,013066,1,24.0
77,013067,1,24.0
77,013086,1,12.0
77,062004,1,12.0
77,016011,1,11.0
77,016038,1,5.0
77,084031,1,5.0
77,202044,1,3.0
77,075010,1,2.15
77,091249,1,2.0
77,093097,1,1.0
77,152177,1,1.0
79,015187,3,192.0
79,083049,2,7.0
79,012017,1,456.0
79,012068,1,312.0
79,014025,1,96.0
79,106354,1,57.0
79,106353,1,27.0
79,15187,1,24.0
79,131197,1,10.0
80,072098,7,12528.0
80,074035,6,1740.0
80,071047,4,426.0
80,065014,4,302.0
80,128072,4,10.0
80,074032,3,858.0
80,065025,3,66.0
80,139007,3,22.0
80,065011,2,260.0
80,134035,2,115.0
80,134036,2,113.0
80,139008,2,26.0
80,083144,2,15.0
80,089096,2,9.0
80,089097,2,9.0
80,127015,2,6.0
80,086151,2,5.0
80,132051,2,5.0
80,172189,2,5.0
80,071046,1,708.0
80,126110,1,500.0
80,126111,1,500.0
80,141064,1,290.0
80,065022,1,187.0
80,065021,1,180.0
80,065041,1,180.0
80,071122,1,179.0
80,126024,1,73.024
80,074011,1,47.0
80,134012,1,43.0
80,146013,1,40.0
80,071137,1,36.0
80,127050,1,33.0
80,071118,1,30.0
80,126042,1,29.997
80,124241,1,27.0
80,065074,1,24.0
80,071136,1,24.0
80,031132,1,17.0
80,086117,1,13.0
80,065034,1,12.0
80,071053,1,12.0
80,072002,1,9.8
80,129061,1,8.0
80,083146,1,7.0
80,065026,1,6.0
80,141146,1,6.0
80,059016,1,5.0
80,083145,1,5.0
80,172188,1,4.0
80,204066,1,3.0
80,051215,1,2.0
80,051273,1,2.0
80,065027,1,2.0
80,084052,1,2.0
80,086127,1,2.0
80,125051,1,2.0
80,141145,1,2.0
80,202065,1,2.0
80,141144,1,1.0
80,202008,1,1.0
81,016039,1,75.0
81,061016,1,2.16
82,065072,615,52725.0
82,126105,487,113821.26
82,084099,276,499.0
82,084042,223,631.0
82,022199,174,2096.0
82,204082,140,557.0
82,202068,135,563.0
82,129079,127,230.0
82,031149,115,5244.0
82,031156,80,3290.0
82,202062,72,303.0
82,072090,54,11699.466
82,126073,45,7386.7
82,022181,39,468.0
82,131142,37,294.0
82,131143,35,288.0
82,013046,34,7116.0
82,204096,33,126.0
82,204090,31,127.0
82,202069,31,114.0
82,022179,29,372.0
82,051147,26,26.0
82,204075,25,123.0
82,013086,22,5268.0
82,072089,20,4754.0
82,167014,20,20.0
82,031148,19,984.0
82,051334,18,22.0
82,103105,17,106.0
82,65089,15,1518.0
82,051335,15,17.0
82,051262,14,14.0
82,072077,13,1084.98
82,031157,13,536.0
82,031153,12,476.0
82,065089,9,1170.0
82,051331,9,10.0
82,72090,7,2900.0
82,84099,7,8.0
82,022178,6,59.0
82,022192,6,49.0
82,71174,5,258.0
82,022180,5,52.0
82,144059,4,6.0
82,84043,4,5.0
82,51334,4,4.0
82,131163,3,605.0
82,092148,3,4.0
82,51335,3,3.0
82,085035,2,591.0
82,071173,2,216.0
82,123070,2,205.0
82,071174,2,144.0
82,042105,2,6.0
82,187180,2,4.0
82,102628,2,3.0
82,103242,2,3.0
82,073005,1,516.0
82,189029,1,200.0
82,199001,1,76.0
82,71173,1,48.0
82,071077,1,36.0
82,065069,1,22.0
82,129080,1,12.0
82,032138,1,10.0
82,031174,1,8.0
82,016011,1,7.0
82,022212,1,5.0
82,032122,1,4.0
82,102190,1,4.0
82,022190,1,3.0
82,079003,1,3.0
82,102627,1,3.0
82,102629,1,3.0
82,102630,1,3.0
82,103237,1,3.0
82,103239,1,3.0
82,103240,1,3.0
82,103241,1,3.0
82,103243,1,3.0
82,103244,1,3.0
82,043053,1,2.0
82,044090,1,2.0
82,103238,1,2.0
82,129082,1,2.0
82,141167,1,2.0
82,143085,1,2.0
82,144060,1,2.0
82,016028,1,1.0
82,021216,1,1.0
82,046032,1,1.0
82,083124,1,1.0
82,084108,1,1.0
82,092157,1,1.0
82,143114,1,1.0
82,143115,1,1.0
82,143116,1,1.0
82,174109,1,1.0
82,175012,1,1.0
83,071112,1,60.0
84,012014,6,780.0
84,012037,5,744.0
84,018000,4,432.0
84,014014,4,144.0
84,014023,3,408.0
84,016036,3,12.0
84,012053,2,960.0
84,012019,1,240.0
84,012040,1,24.0
85,065069,24,786.0
85,017019,20,1200.0
85,017018,20,889.344
85,017017,19,1152.0
85,015168,19,817.524
85,086125,18,264.0
85,079003,10,36.0
85,172174,10,13.0
85,172182,10,11.0
85,172175,7,7.0
85,161111,5,7.0
85,083124,4,12.0
85,083125,4,6.0
85,011012,3,769.0799999999999
85,015170,3,624.0
85,015169,3,612.0
85,086134,3,68.0
85,086135,3,35.0
85,129082,3,4.0
85,073005,2,718.0
85,015167,2,624.0
85,184195,2,22.0
85,186109,1,81.0
85,186108,1,79.0
85,186110,1,79.0
85,186111,1,67.0
85,186107,1,65.0
85,186106,1,62.0
85,013046,1,48.0
85,186112,1,41.0
85,086137,1,32.0
85,043053,1,2.0
85,074038,1,2.0
85,189014,1,1.0
86,011110,2,1680.0
86,014012,2,792.0
86,14012,2,120.0
86,14009,2,72.0
86,012014,1,1200.0
86,012018,1,720.0
86,012036,1,480.0
86,012065,1,480.0
86,012068,1,480.0
86,014009,1,480.0
86,013005,1,360.0
86,013038,1,360.0
86,011000,1,240.0
86,011026,1,240.0
86,011114,1,240.0
86,014038,1,240.0
86,015003,1,240.0
86,015015,1,120.0
86,11110,1,96.0
86,15003,1,96.0
86,014014,1,72.0
86,016010,1,60.0
86,019080,1,60.0
86,11000,1,48.0
86,11026,1,48.0
86,016000,1,30.0
86,011130,1,25.056
86,019059,1,15.0
86,012053,1,1.2
86,021043,1,1.0
86,033054,1,1.0
87,092151,21,112.0
87,109088,12,1204.0
87,129111,12,58.0
87,063001,5,2544.0
87,061016,4,2774.16
87,065071,4,1350.0
87,018105,4,648.0
87,063014,3,1930.0
87,062016,3,1763.08
87,129113,2,5.0
87,062065,1,1921.08
87,015186,1,912.0
87,061048,1,842.1600000000001
87,106319,1,700.0
87,102228,1,20.0
87,011111,1,12.0
87,106324,1,12.0
87,133177,1,12.0
87,103206,1,10.0
87,103227,1,10.0
87,129123,1,6.0
87,129112,1,2.0
89,015171,116,7430.0
89,124235,110,1352.0
89,011127,72,6816.0
89,014039,34,1152.0
89,174099,34,44.0
89,161166,25,36.0
89,097026,13,13.0
89,092142,10,10.0
89,133121,9,1199.3400000000001
89,091211,9,9.0
89,092140,8,8.0
89,015177,6,696.104
89,043060,6,6.0
89,174101,6,6.0
89,084104,5,7.0
89,092141,5,5.0
89,031165,4,7.0
89,091212,4,4.0
89,092143,4,4.0
89,174100,4,4.0
89,011110,3,408.0
89,014012,3,312.0
89,014042,3,264.0
89,011104,3,240.0
89,172193,3,5.0
89,123088,2,500.0
89,11127,2,73.296
89,102224,2,40.0
89,102223,2,20.0
89,103183,2,20.0
89,041097,2,4.0
89,91263,2,4.0
89,091263,2,3.0
89,094104,2,2.0
89,51064,2,2.0
89,51128,2,2.0
89,133108,1,970.0
89,991061,1,970.0
89,015183,1,558.048
89,132058,1,500.0
89,14012,1,168.0
89,014041,1,120.0
89,011105,1,48.0
89,011137,1,30.0
89,011130,1,24.0
89,14039,1,24.0
89,064019,1,3.0
89,094110,1,2.0
89,129083,1,2.0
89,94110,1,2.0
89,036037,1,1.0
89,051064,1,1.0
89,051128,1,1.0
89,086146,1,1.0
89,162042,1,1.0
89,176026,1,1.0
89,181186,1,1.0
89,94104,1,1.0
9,019052,1,7.0
9,019053,1,5.0
90,011014,43,2448.0
90,011110,28,1440.0
90,015181,13,1048.0
90,012012,12,432.0
90,124262,11,45.0
90,129122,11,11.0
90,012025,10,264.0
90,012017,9,696.0
90,011115,5,456.0
90,014014,4,120.0
90,051355,4,5.0
90,107148,3,7.0
90,014012,2,144.0
90,012068,2,96.0
90,107149,2,7.0
90,103560,2,5.0
90,107150,2,4.0
90,109094,2,4.0
90,102583,2,3.0
90,107133,2,3.0
90,107132,2,2.0
90,107134,2,2.0
90,083052,1,300.0
90,133157,1,300.0
90,011018,1,48.0
90,089114,1,30.0
90,061054,1,12.0
90,061057,1,12.0
90,102682,1,10.0
90,123102,1,10.0
90,102678,1,5.0
90,102681,1,5.0
90,103557,1,5.0
90,103559,1,5.0
90,102679,1,4.0
90,103558,1,3.0
90,103561,1,3.0
90,107147,1,2.0
90,105583,1,1.0
901,MT001,1,15.0
91,151053,1,1.0
91,205206,1,1.0
92,018426,2,313.0
95,017020,11,822.0
95,109097,7,686.0
95,019076,4,192.0
95,109319,4,62.0
95,019078,4,7.0
95,171000,1,520.0
95,71169,1,480.0
95,71170,1,240.0
95,063003,1,168.0
95,106009,1,7.0
95,152087,1,3.0
95,152088,1,2.0
95,054024,1,1.0
95,054085,1,1.0
95,109031,1,1.0
96,011110,21,4894.0
96,014012,18,1716.0
96,011014,13,2712.0
96,014014,11,648.0
96,018105,9,3060.0
96,011030,9,576.0
96,011026,9,516.0
96,011130,8,1272.0
96,146104,8,132.0
96,016010,8,47.0
96,061016,6,1832.0
96,024017,6,82.0
96,016015,6,44.0
96,091254,6,9.0
96,014042,5,912.0
96,016024,5,13.0
96,018428,4,280.0
96,011013,4,216.0
96,011000,4,192.0
96,032105,4,52.0
96,011114,3,288.0
96,011009,3,72.0
96,092190,3,42.0
96,016013,3,5.0
96,061054,2,3000.0
96,063001,2,1296.0
96,106343,2,250.0
96,011115,2,240.0
96,018071,2,240.0
96,14008,2,192.0
96,013086,2,144.0
96,013090,2,140.0
96,014009,2,73.296
96,72129,2,70.0
96,129125,2,24.0
96,129124,2,22.0
96,022196,2,10.0
96,202011,2,10.0
96,022171,2,3.0
96,091253,2,3.0
96,161108,2,3.0
96,174152,2,2.0
96,062039,1,1200.0
96,063014,1,804.0
96,061048,1,600.0
96,18428,1,600.0
96,11130,1,360.0
96,012014,1,240.0
96,12014,1,192.0
96,071138,1,156.0
96,065071,1,150.0
96,071118,1,150.0
96,31047,1,124.0
96,062065,1,121.08
96,14039,1,120.0
96,32123,1,110.0
96,121072,1,100.0
96,012063,1,96.0
96,61055,1,84.0
96,031118,1,80.0
96,22138,1,77.0
96,014039,1,72.0
96,112052,1,50.0
96,011127,1,48.0
96,024016,1,25.0
96,011024,1,24.0
96,061052,1,21.0
96,022138,1,20.0
96,032137,1,20.0
96,072129,1,18.0
96,31045,1,15.0
96,32040,1,12.0
96,61006,1,12.0
96,204000,1,10.0
96,204050,1,10.0
96,32137,1,10.0
96,202022,1,9.0
96,072128,1,6.2
96,72128,1,6.2
96,022209,1,5.0
96,134039,1,5.0
96,22209,1,5.0
96,32124,1,5.0
96,016014,1,4.0
96,107161,1,2.0
96,11024,1,2.0
96,21043,1,2.0
96,016000,1,1.0
96,051396,1,1.0
96,069001,1,1.0
96,091265,1,1.0
96,127077,1,1.0
96,134038,1,1.0
96,144064,1,1.0
96,144065,1,1.0
96,144067,1,1.0
96,144069,1,1.0
96,144070,1,1.0
96,144071,1,1.0
96,144072,1,1.0
96,144073,1,1.0
96,144074,1,1.0
96,144075,1,1.0
96,151158,1,1.0
96,167001,1,1.0
96,41103,1,1.0
96,93108,1,1.0
97,011110,12,1412.0
97,012012,8,480.0
97,014012,7,408.0
97,106325,6,531.0
97,103559,5,527.0
97,103560,4,410.0
97,123102,4,63.0
97,032040,4,44.0
97,011014,3,624.0
97,011105,3,288.0
97,014014,3,192.0
97,011114,3,96.0
97,022171,3,19.0
97,161108,3,12.0
97,133185,3,9.2
97,044091,3,3.0
97,012017,2,168.0
97,102682,2,100.0
97,103557,2,100.0
97,103310,2,90.0
97,011026,2,48.0
97,103561,2,44.0
97,102690,2,20.0
97,102679,1,150.0
97,012063,1,120.0
97,103311,1,90.0
97,103312,1,50.0
97,103320,1,20.0
97,107150,1,13.0
97,102681,1,10.0
97,107133,1,10.0
97,123103,1,10.0
97,106342,1,8.0
97,107143,1,8.0
97,102678,1,6.0
97,103275,1,6.0
97,103276,1,6.0
97,107144,1,6.0
97,102695,1,5.0
97,107149,1,5.0
97,107134,1,4.0
97,107136,1,4.0
97,107137,1,4.0
97,107148,1,4.0
97,102660,1,3.0
97,102666,1,3.0
97,102668,1,3.0
97,102669,1,3.0
97,107132,1,3.0
97,102661,1,2.0
97,102663,1,2.0
97,041103,1,1.0
97,092152,1,1.0
97,092160,1,1.0
97,102672,1,1.0
98,181211,11,13.0
98,015012,6,96.0
98,124265,5,740.0
98,083134,5,356.0
98,011118,3,36.0
98,072116,2,650.0
98,162047,2,186.0
98,123099,2,164.85
98,84115,2,10.0
98,129108,1,530.0
98,133206,1,500.0
98,125139,1,62.0
98,125141,1,14.0
98,146110,1,8.0
98,51392,1,4.0
98,084115,1,3.0
98,107160,1,3.0
98,123101,1,3.0
98,154091,1,2.0
98,129115,1,1.75
98,015171,1,1.0
98,125138,1,1.0
