ART,RESERVA,owner_base,UDS,ADR,QCNT,capa_conversion,factor_conversion_usado,tipologia_estimacion,unidad_resultante,posiciones_estimadas,soporte
132002,29,29,1,AV13702,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98749,64,64,4,AL03505,4,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
51313,71,71,1,BA11900,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
61004,32,32,18,TJ13603,1,B,300.0,EU,posicion_rack,0.06,match_articulo; owner=prefijo_RESERVA
121028,32,32,35,AZ08905,35,C,12.0,balda_9h,subhueco_balda,2.9166666666666665,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
103188,29,29,30,AV13002,30,C,12.0,balda_9h,subhueco_balda,2.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
123083,32,32,2,AK01803,2,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
132053,29,29,13,AV13702,13,C,12.0,balda_9h,subhueco_balda,1.0833333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98601,61,61,5,AO13004,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
14012,33,33,240,AT10004,1,B,144.0,EU,posicion_rack,1.6666666666666667,match_articulo; owner=prefijo_RESERVA
14015,29,29,936,AO03102,1,A,24.0,balda_9h,subhueco_balda,39.0,match_articulo_propietario; owner=prefijo_RESERVA
131060,33,33,1,BA04603,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
102615,29,29,1,B03,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98747,64,64,1,AL03505,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
124136,30,30,360,B03,1,C,12.0,balda_9h,subhueco_balda,30.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
103174,29,29,8,AV13002,8,C,12.0,balda_9h,subhueco_balda,0.6666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
11013,29,29,264,AJ08807,1,A,36.0,balda_9h,subhueco_balda,7.333333333333333,match_articulo_propietario; owner=prefijo_RESERVA
61039,61,61,23,AJ07006,23,C,12.0,balda_9h,subhueco_balda,1.9166666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
23061,7,7,1,AZ09301,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
102154,14 VOLUNTARIA,14,21,BA02801,21,A,228.0,balda_9h,subhueco_balda,0.09210526315789473,match_articulo_propietario; owner=prefijo_RESERVA
98896,64,64,31,AZ01902,31,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
159008,64,64,2,TJ08202,1,C,16.0,AM,posicion_rack,0.125,dimensión compatible con AM; owner=prefijo_RESERVA
11014,61,61,48,AV02803,1,B,48.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA
22054,32,32,3,BC02403,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA
14014,29,29,24,AV14002,1,A,276.0,EU,posicion_rack,0.08695652173913043,match_articulo_propietario; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,B03,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
106001,32,32,55,AZ08905,55,C,12.0,balda_9h,subhueco_balda,4.583333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
22113,7,7,4,BF07503,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA
148088,4,4,1,AL107,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
148082,4,4,3,AL107,1,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
102617,29,29,1,B03,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
102253,29,29,9,AV13702,9,C,12.0,balda_9h,subhueco_balda,0.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
11009,61,61,24,AJ07506,2,B,120.0,EU,posicion_rack,0.2,match_articulo; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AJ10203,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
*MULTI*,,sin_asignacion_segura,1,BD14903,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
65048,29,29,48,AZ10005,1,C,12.0,balda_9h,subhueco_balda,4.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
205023,37,37,1,C09,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
74036,60,60,264,AM08102,1,C,12.0,balda_9h,subhueco_balda,22.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AO13804,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
123018,32,32,308,AK01803,308,C,12.0,balda_9h,subhueco_balda,25.666666666666668,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
152170,64,64,2,AT10303,2,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
121032,33,33,7,BA04603,7,C,12.0,balda_9h,subhueco_balda,0.5833333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98757,64,64,1,AZ00401,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
161106,71,71,1,BD13701,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
61028,61,61,12,AK01105,12,C,12.0,balda_9h,subhueco_balda,1.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
126118,61,61,10,AV13006,10,C,12.0,balda_9h,subhueco_balda,0.8333333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98730,61,61,4,AZ02300,4,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
129117,29,29,4,BF07103,4,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA
192046,33,33,4000,BB11703,1,C,12.0,balda_9h,subhueco_balda,333.3333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98608,61,61,8,AO13804,8,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,BF07103,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
205230,5,5,3,98,1,C,1.0,suelo_250,posicion_suelo,3.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AN09406,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
98642,61,61,3,AZ02300,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
43011,32,32,1,AZ02802,1,C,2.0,TR,posicion_rack,0.5,dimensión larga compatible con TR; owner=prefijo_RESERVA
161108,61,61,1,AJ02201,1,B,1.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA
184162,71,71,2,BB09205,2,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
154033,64,64,1,BA08705,1,A,1.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA
65049,32,32,48,AI10804,48,C,12.0,balda_9h,subhueco_balda,4.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
16024V,61,61,2,AV00709,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
74036,60,60,288,AO06603,1,C,12.0,balda_9h,subhueco_balda,24.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AP09401,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
145065,64,64,1,BA11402,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98579,61,61,5,AT14704,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
181155,32,32,1,AV10906,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
13006,77,77,192,AV09007,1,C,12.0,balda_9h,subhueco_balda,16.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
125053,33,33,250,BB13701,250,C,12.0,balda_9h,subhueco_balda,20.833333333333332,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
44047,3,3,1,97,1,C,2.0,suelo_300,posicion_suelo,0.5,dimensión >= 250 cm; owner=prefijo_RESERVA
15003,29,29,672,AS01303,1,B,48.0,balda_9h,subhueco_balda,14.0,match_articulo; owner=prefijo_RESERVA
147026,64,64,2,AL03505,2,C,12.0,balda_9h,subhueco_balda,0.16666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
161685,74,74,1,B03,1,B,2.0,suelo_250,posicion_suelo,0.5,match_articulo; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,BA13602,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
103258,33,33,7,BA04603,7,C,12.0,balda_9h,subhueco_balda,0.5833333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
143037,33,33,23,BB09403,23,C,2.0,suelo_126,posicion_suelo,11.5,dimensión <= 126 cm; owner=prefijo_RESERVA
98553,61,61,22,AZ09501,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,BB07302,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
102651,29,29,11,BF07103,11,C,12.0,balda_9h,subhueco_balda,0.9166666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
146042,3,3,19278,98,1,B,113.5,EU,posicion_rack,169.8502202643172,match_articulo; owner=prefijo_RESERVA
172057,7,7,72,AZ08303,1,B,43.0,EU,posicion_rack,1.6744186046511629,match_articulo; owner=prefijo_RESERVA
31096,64,64,10,AJ06401,1,C,2.0,suelo_126,posicion_suelo,5.0,dimensión <= 126 cm; owner=prefijo_RESERVA
132075,71,71,1,BB09205,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
61050,61,61,240,AV12405,1,C,12.0,balda_9h,subhueco_balda,20.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
51237,32 APT.NO TRANS,32,1,TJ06102,1,B,1.0,balda_9h,subhueco_balda,1.0,match_articulo; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AV13508,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
21033,64,64,4,AW08303,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,BB09205,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
84052,64,64,71,BE09501,1,A,6.0,EU,posicion_rack,11.833333333333334,match_articulo_propietario; owner=prefijo_RESERVA
51230,71,71,1,TJ05701,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
103188,29,29,1,AV13002,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
143037,33,33,1,BB09403,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
16045,77,77,5,BC12400,1,B,4.0,suelo_126,posicion_suelo,1.25,match_articulo; owner=prefijo_RESERVA
107075,33,33,4,BB07302,4,C,12.0,balda_9h,subhueco_balda,0.3333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
43048,7,7,1,BA11905,1,B,1.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA
91249,77,77,1,BB08404,1,A,1.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA
154016,64,64,1,TJ09000,1,A,1.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA
126117,61,61,9,AV13006,9,C,12.0,balda_9h,subhueco_balda,0.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
124271,29,29,6,TJ12600,1,C,12.0,balda_9h,subhueco_balda,0.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98772,71,71,270,AZ13504,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98577,61,61,4,AZ02300,4,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98600,61,61,5,AO13004,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
31094,64,64,4,AW10703,4,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA
144005,29,29,2,AJ14202,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
11000,61,61,240,AV08406,1,A,24.0,balda_9h,subhueco_balda,10.0,match_articulo_propietario; owner=prefijo_RESERVA
161110,71,71,1,BC08102,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
186079,61,61,273,AJ02201,273,C,12.0,balda_9h,subhueco_balda,22.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98166,29,29,1,BE12500,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
172148,61,61,3,AJ07006,3,B,10.0,EU,posicion_rack,0.3,match_articulo; owner=prefijo_RESERVA
98584,61,61,10,AO07002,10,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
22114,24,24,4,B03,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA
131021,32,32,130,AK01803,130,C,12.0,balda_9h,subhueco_balda,10.833333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
148073,3,3,1,AL104,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
98562,61,61,7,AP09401,7,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
132083,29,29,900,AV13702,900,C,12.0,balda_9h,subhueco_balda,75.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
129073,61,61,2,AJ02201,2,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
133033,32,32,660,AK01803,660,C,12.0,balda_9h,subhueco_balda,55.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
91243,71,71,1,BB12801,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
11009,29,29,36,AJ07407,36,B,120.0,EU,posicion_rack,0.3,match_articulo; owner=prefijo_RESERVA
11127,33,33,288,AV13709,1,B,192.0,EU,posicion_rack,1.5,match_articulo; owner=prefijo_RESERVA
206050,64,64,45,AU08001,1,B,19.5,AM,posicion_rack,2.3076923076923075,match_articulo; owner=prefijo_RESERVA
206050,29,29,15,BA08101,1,A,19.5,AM,posicion_rack,0.7692307692307693,match_articulo_propietario; owner=prefijo_RESERVA
85035,33,33,600,BB13701,600,C,12.0,balda_9h,subhueco_balda,50.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AQ06404,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
14015,29,29,456,AV06904,1,A,24.0,balda_9h,subhueco_balda,19.0,match_articulo_propietario; owner=prefijo_RESERVA
74004,61,61,14,AK01105,14,C,12.0,balda_9h,subhueco_balda,1.1666666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
31003,29,29,18,BD02001,1,B,24.0,AM,posicion_rack,0.75,match_articulo; owner=prefijo_RESERVA
43047,7,7,1,BC08403,1,B,1.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA
143044,32,32,4,AN09501,4,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA
16010,29,29,2,AK02405,1,A,9.0,EU,posicion_rack,0.2222222222222222,match_articulo_propietario; owner=prefijo_RESERVA
141149,61,61,1,AJ02201,1,B,1.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA
103236,29,29,9,TJ04103,9,C,12.0,balda_9h,subhueco_balda,0.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
102185,14 VOLUNTARIA,14,23,BA02801,23,A,80.0,balda_9h,subhueco_balda,0.2875,match_articulo_propietario; owner=prefijo_RESERVA
11104,77,77,144,AV09005,1,A,24.0,balda_9h,subhueco_balda,6.0,match_articulo_propietario; owner=prefijo_RESERVA
98008,14 VOLUNTARIA,14,25,BA02801,25,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
31097,64,64,11,AU09406,1,C,2.0,suelo_126,posicion_suelo,5.5,dimensión <= 126 cm; owner=prefijo_RESERVA
109197,32,32,5,AV10906,5,C,12.0,balda_9h,subhueco_balda,0.4166666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AJ13006,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
162006,32,32,20,AI10804,20,C,12.0,balda_9h,subhueco_balda,1.6666666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98006,14 VOLUNTARIA,14,22,BA02801,22,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
148014,37,37,1,AL105,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
51204,32,32,2,AW01302,1,C,16.0,AM,posicion_rack,0.125,dimensión compatible con AM; owner=prefijo_RESERVA
126003,61,61,262,AJ02201,262,C,12.0,balda_9h,subhueco_balda,21.833333333333332,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
102154,14 VOLUNTARIA,14,9,BA02801,9,A,228.0,balda_9h,subhueco_balda,0.039473684210526314,match_articulo_propietario; owner=prefijo_RESERVA
106338,29,29,120,BF07103,120,C,12.0,balda_9h,subhueco_balda,10.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
152160,32,32,1,AV10906,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
103283,29,29,143,AK04006,143,C,12.0,balda_9h,subhueco_balda,11.916666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
65035,71,71,420,BA14503,1,C,12.0,balda_9h,subhueco_balda,35.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
42070,64,64,2,AJ09507,2,C,12.0,balda_9h,subhueco_balda,0.16666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
146018,33,33,14,BF07102,1,C,2.0,suelo_126,posicion_suelo,7.0,dimensión <= 126 cm; owner=prefijo_RESERVA
102683,29,29,90,BF07103,90,C,12.0,balda_9h,subhueco_balda,7.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
145089,29,29,10,AZ00803,1,C,2.0,suelo_126,posicion_suelo,5.0,dimensión <= 126 cm; owner=prefijo_RESERVA
132053,29,29,1,AV13702,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
74019,34,34,84,AZ03304,1,A,270.0,EU,posicion_rack,0.3111111111111111,match_articulo_propietario; owner=prefijo_RESERVA
105057,29,29,20,AV13002,20,C,12.0,balda_9h,subhueco_balda,1.6666666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
34067,32,32,4,BA07001,1,C,16.0,AM,posicion_rack,0.25,dimensión compatible con AM; owner=prefijo_RESERVA
49042,29,29,1,BA06405,1,A,1.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA
161137,64,64,3,AZ11000,1,C,2.0,TR,posicion_rack,1.5,dimensión larga compatible con TR; owner=prefijo_RESERVA
102155,14 VOLUNTARIA,14,21,BA02801,21,A,38.0,balda_9h,subhueco_balda,0.5526315789473685,match_articulo_propietario; owner=prefijo_RESERVA
122008,32,32,100,AI10804,100,C,12.0,balda_9h,subhueco_balda,8.333333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,BB11404,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
98586,61,61,10,AO07002,10,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
167010,71,71,2,BC01900,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
98142,32,32,1,AV01108,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
16008,77,77,2,AJ13006,2,B,9.0,EU,posicion_rack,0.2222222222222222,match_articulo; owner=prefijo_RESERVA
12064,77,77,1392,BA11703,1,C,12.0,balda_9h,subhueco_balda,116.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98232,29,29,12,AV11708,12,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
143050,77,77,60,BA06001,1,B,60.5,EU,posicion_rack,0.9917355371900827,match_articulo; owner=prefijo_RESERVA
125052,33,33,900,BB13701,900,C,12.0,balda_9h,subhueco_balda,75.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
16041,77,77,6,AV10801,1,C,2.0,suelo_126,posicion_suelo,3.0,dimensión <= 126 cm; owner=prefijo_RESERVA
147038,64,64,1,AV03804,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
98560,61,61,3,AP09401,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98462,77 CANADAS,77,122,AO03604,122,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98761,64,64,1,BB11404,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
991061,33,33,5640,AO07401,1,C,12.0,balda_9h,subhueco_balda,470.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
11013,61 CAMION123,61,1080,AK09803,1,A,48.0,balda_9h,subhueco_balda,22.5,match_articulo_propietario; owner=prefijo_RESERVA
126023,32,32,168,AK01803,168,C,12.0,balda_9h,subhueco_balda,14.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
203035,71,71,2,BE11401,1,C,1.0,suelo_250,posicion_suelo,2.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
98377,33,33,1,AV02303,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
11009,61,61,60,TJ03503,1,B,120.0,EU,posicion_rack,0.5,match_articulo; owner=prefijo_RESERVA
98010,14 VOLUNTARIA,14,4,BA02801,4,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
105056,29,29,20,AV13002,20,C,12.0,balda_9h,subhueco_balda,1.6666666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98891,64,64,12,AZ01902,12,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98573,61,61,5,AR04504,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98660,61,61,1,BA14303,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
12019,29,29,984,AT08705,1,B,228.0,EU,posicion_rack,4.315789473684211,match_articulo; owner=prefijo_RESERVA
98570,61,61,7,AR04304,7,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
14014,61,61,72,AJ07506,3,B,360.0,EU,posicion_rack,0.2,match_articulo; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AZ01902,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
61006,77,77,36,AQ08403,3,B,78.0,EU,posicion_rack,0.46153846153846156,match_articulo; owner=prefijo_RESERVA
103036,14 VOLUNTARIA,14,4,BA02801,4,A,29.0,balda_9h,subhueco_balda,0.13793103448275862,match_articulo_propietario; owner=prefijo_RESERVA
991061,33,33,5640,AZ13602,1,C,12.0,balda_9h,subhueco_balda,470.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
105104,29,29,1,AV13702,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
13005,29,29,24,TJ10702,1,B,120.0,EU,posicion_rack,0.2,match_articulo; owner=prefijo_RESERVA
154020,64,64,2,BA08705,2,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
154008,37,37,1,C10,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
49036,29,29,1,AZ00902,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
32041,32,32,30,AZ03700,1,C,2.0,suelo_126,posicion_suelo,15.0,dimensión <= 126 cm; owner=prefijo_RESERVA
43065,33,33,6,BC03802,1,C,2.0,suelo_126,posicion_suelo,3.0,dimensión <= 126 cm; owner=prefijo_RESERVA
98594,61,61,5,AO12803,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
54089,64,64,1,BA11402,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
11117,33,33,2100,BB08001,1,C,12.0,balda_9h,subhueco_balda,175.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
35009,64,64,11,AW12502,1,C,2.0,suelo_126,posicion_suelo,5.5,dimensión <= 126 cm; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AJ09706,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
12036,77,77,192,AV11107,1,A,24.0,balda_9h,subhueco_balda,8.0,match_articulo_propietario; owner=prefijo_RESERVA
98775,71,71,2,AW02004,2,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98551,61,61,5,AZ02300,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
121031,32,32,24,AZ08905,24,C,12.0,balda_9h,subhueco_balda,2.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
109209,29,29,73,BF07103,73,C,12.0,balda_9h,subhueco_balda,6.083333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
15176,61,61,1944,BF06404,1,C,2.0,suelo_126,posicion_suelo,972.0,dimensión <= 126 cm; owner=prefijo_RESERVA
